From	To	Species	Gene Name
20443	Q921R5_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
20443	SIA4C_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
20443	Q3V2F4_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
52036	SAPS3_MOUSE	Mus musculus	SAPS domain family, member 3
434377	Q3URI6_MOUSE	Mus musculus	zinc finger protein 560
434377	Q8BIS3_MOUSE	Mus musculus	zinc finger protein 560
20442	Q8BJX5_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
20442	Q3TDW7_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
20442	Q9JL30_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
20442	Q544T4_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
20442	Q3UU61_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
20442	SIA4A_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
107652	UAP1_MOUSE	Mus musculus	UDP-N-acetylglucosamine pyrophosphorylase 1
107652	Q3UHZ7_MOUSE	Mus musculus	UDP-N-acetylglucosamine pyrophosphorylase 1
107652	Q3TAD4_MOUSE	Mus musculus	UDP-N-acetylglucosamine pyrophosphorylase 1
20441	Q922X5_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
20441	Q9DBB6_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
20441	Q9CZ48_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
20441	Q3UWD5_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
20441	SIAT6_MOUSE	Mus musculus	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
71883	COQ2_MOUSE	Mus musculus	coenzyme Q2 homolog, prenyltransferase (yeast); predicted gene 6728
20440	Q9JJM6_MOUSE	Mus musculus	beta galactoside alpha 2,6 sialyltransferase 1
20440	Q8BM62_MOUSE	Mus musculus	beta galactoside alpha 2,6 sialyltransferase 1
20440	Q8K1L1_MOUSE	Mus musculus	beta galactoside alpha 2,6 sialyltransferase 1
20440	SIAT1_MOUSE	Mus musculus	beta galactoside alpha 2,6 sialyltransferase 1
107650	Q6PB48_MOUSE	Mus musculus	phosphatidylinositol 4-kinase, catalytic, beta polypeptide
107650	PI4KB_MOUSE	Mus musculus	phosphatidylinositol 4-kinase, catalytic, beta polypeptide
71885	FP100_MOUSE	Mus musculus	RIKEN cDNA 2310003H01 gene
71885	Q9D7M0_MOUSE	Mus musculus	RIKEN cDNA 2310003H01 gene
52033	TOPK_MOUSE	Mus musculus	PDZ binding kinase
109331	A2AIR0_MOUSE	Mus musculus	ring finger protein 20
109331	BRE1A_MOUSE	Mus musculus	ring finger protein 20
109331	A2AIR1_MOUSE	Mus musculus	ring finger protein 20
109331	A2AIR2_MOUSE	Mus musculus	ring finger protein 20
100737	DCNL4_MOUSE	Mus musculus	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)
100737	Q8K2C2_MOUSE	Mus musculus	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)
100737	Q8C5X2_MOUSE	Mus musculus	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)
69672	TXD15_MOUSE	Mus musculus	thioredoxin domain containing 15
16004	Q8K0J1_MOUSE	Mus musculus	insulin-like growth factor 2 receptor
16004	Q4L138_MUSMM	Mus musculus	insulin-like growth factor 2 receptor
16004	MPRI_MOUSE	Mus musculus	insulin-like growth factor 2 receptor
16004	Q7TMR1_MOUSE	Mus musculus	insulin-like growth factor 2 receptor
16004	Q8C6V9_MOUSE	Mus musculus	insulin-like growth factor 2 receptor
16004	Q8C2F9_MOUSE	Mus musculus	insulin-like growth factor 2 receptor
16004	Q80VF2_MOUSE	Mus musculus	insulin-like growth factor 2 receptor
109333	Q8BVK4_MOUSE	Mus musculus	protein kinase N2
109333	Q3TBR3_MOUSE	Mus musculus	protein kinase N2
109333	Q8BL62_MOUSE	Mus musculus	protein kinase N2
109333	PKN2_MOUSE	Mus musculus	protein kinase N2
109333	Q8BJM4_MOUSE	Mus musculus	protein kinase N2
109333	Q8BW55_MOUSE	Mus musculus	protein kinase N2
58894	Q6ZQ98_MOUSE	Mus musculus	zinc finger protein 862
75580	Q69ZH0_MOUSE	Mus musculus	zinc finger and BTB domain containing 4
75580	Q5F295_MOUSE	Mus musculus	zinc finger and BTB domain containing 4
75580	Q5F293_MOUSE	Mus musculus	zinc finger and BTB domain containing 4
75580	Q3UHT8_MOUSE	Mus musculus	zinc finger and BTB domain containing 4
75580	Q5F296_MOUSE	Mus musculus	zinc finger and BTB domain containing 4
75580	Q14DI5_MOUSE	Mus musculus	zinc finger and BTB domain containing 4
75580	Q9D774_MOUSE	Mus musculus	zinc finger and BTB domain containing 4
75570	NHEJ1_MOUSE	Mus musculus	nonhomologous end-joining factor 1
140570	Q99LF0_MOUSE	Mus musculus	plexin B2
140570	Q8K2J5_MOUSE	Mus musculus	plexin B2
140570	Q8CHG6_MOUSE	Mus musculus	plexin B2
140570	Q3UH76_MOUSE	Mus musculus	plexin B2
140570	B2RXS4_MOUSE	Mus musculus	plexin B2
215615	Q3TX27_MOUSE	Mus musculus	arginyl aminopeptidase (aminopeptidase B)
215615	AMPB_MOUSE	Mus musculus	arginyl aminopeptidase (aminopeptidase B)
215615	Q8BMH2_MOUSE	Mus musculus	arginyl aminopeptidase (aminopeptidase B)
20452	SIA8D_MOUSE	Mus musculus	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
20452	Q6PAS1_MOUSE	Mus musculus	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
20452	Q53WR7_MOUSE	Mus musculus	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
20452	Q8BY70_MOUSE	Mus musculus	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
140579	Q5GMG5_MOUSE	Mus musculus	engulfment and cell motility 2, ced-12 homolog (C. elegans)
140579	A2A5A5_MOUSE	Mus musculus	engulfment and cell motility 2, ced-12 homolog (C. elegans)
140579	A2A5A4_MOUSE	Mus musculus	engulfment and cell motility 2, ced-12 homolog (C. elegans)
140579	Q5GMG0_MOUSE	Mus musculus	engulfment and cell motility 2, ced-12 homolog (C. elegans)
140579	A2A5A7_MOUSE	Mus musculus	engulfment and cell motility 2, ced-12 homolog (C. elegans)
140579	ELMO2_MOUSE	Mus musculus	engulfment and cell motility 2, ced-12 homolog (C. elegans)
52023	Q9D551_MOUSE	Mus musculus	progesterone immunomodulatory binding factor 1
52023	Q14CF8_MOUSE	Mus musculus	progesterone immunomodulatory binding factor 1
52023	Q9CVX7_MOUSE	Mus musculus	progesterone immunomodulatory binding factor 1
52023	Q8BIR5_MOUSE	Mus musculus	progesterone immunomodulatory binding factor 1
52023	Q3UF45_MOUSE	Mus musculus	progesterone immunomodulatory binding factor 1
75578	FGGY_MOUSE	Mus musculus	FGGY carbohydrate kinase domain containing
75578	Q4KKX9_MOUSE	Mus musculus	FGGY carbohydrate kinase domain containing
75578	A2AJL4_MOUSE	Mus musculus	FGGY carbohydrate kinase domain containing
75578	Q8BUS7_MOUSE	Mus musculus	FGGY carbohydrate kinase domain containing
381760	SSBP_MOUSE	Mus musculus	predicted gene 12115; single-stranded DNA binding protein 1
381760	Q8R2K3_MOUSE	Mus musculus	predicted gene 12115; single-stranded DNA binding protein 1
140577	ANKR6_MOUSE	Mus musculus	ankyrin repeat domain 6
140577	A2ANY8_MOUSE	Mus musculus	ankyrin repeat domain 6
69641	Q3UWE6_MOUSE	Mus musculus	WD repeat domain 20A
69641	Q3ULP2_MOUSE	Mus musculus	WD repeat domain 20A
69641	Q9D721_MOUSE	Mus musculus	WD repeat domain 20A
69641	Q8R0J5_MOUSE	Mus musculus	WD repeat domain 20A
333433	B2RSR7_MOUSE	Mus musculus	glycerol-3-phosphate dehydrogenase 1-like
333433	GPD1L_MOUSE	Mus musculus	glycerol-3-phosphate dehydrogenase 1-like
109361	Q3UP29_MOUSE	Mus musculus	RIKEN cDNA D730005E14 gene
109361	Q3TV66_MOUSE	Mus musculus	RIKEN cDNA D730005E14 gene
58887	REPI1_MOUSE	Mus musculus	replication initiator 1
58887	Q569U7_MOUSE	Mus musculus	replication initiator 1
102247	GPAT4_MOUSE	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)
102247	Q3TSI4_MOUSE	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)
102247	O35259_MOUSE	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)
102247	Q3TIF6_MOUSE	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)
102247	Q5QHR4_MOUSE	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)
102247	Q6PEU9_MOUSE	Mus musculus	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)
320271	Q3TQB4_MOUSE	Mus musculus	RIKEN cDNA A930041I02 gene
320271	SCAI_MOUSE	Mus musculus	RIKEN cDNA A930041I02 gene
320271	Q8C4E7_MOUSE	Mus musculus	RIKEN cDNA A930041I02 gene
75564	RSPH9_MOUSE	Mus musculus	radial spoke head 9 homolog (Chlamydomonas)
75564	Q3TMP7_MOUSE	Mus musculus	radial spoke head 9 homolog (Chlamydomonas)
20469	SIPA1_MOUSE	Mus musculus	signal-induced proliferation associated gene 1
20469	Q5DTP8_MOUSE	Mus musculus	signal-induced proliferation associated gene 1
20469	Q7TMS2_MOUSE	Mus musculus	signal-induced proliferation associated gene 1
20469	Q811K5_MOUSE	Mus musculus	signal-induced proliferation associated gene 1
20469	Q3U146_MOUSE	Mus musculus	signal-induced proliferation associated gene 1
20469	Q3UV58_MOUSE	Mus musculus	signal-induced proliferation associated gene 1
20469	Q3UE96_MOUSE	Mus musculus	signal-induced proliferation associated gene 1
20469	Q3V403_MOUSE	Mus musculus	signal-induced proliferation associated gene 1
75565	SGF29_MOUSE	Mus musculus	coiled-coil domain containing 101
381776	KV2A1_MOUSE	Mus musculus	predicted gene 5153
381776	KV2A3_MOUSE	Mus musculus	predicted gene 5153
381776	KV2A2_MOUSE	Mus musculus	predicted gene 5153
140580	Q571D6_MOUSE	Mus musculus	engulfment and cell motility 1, ced-12 homolog (C. elegans)
140580	ELMO1_MOUSE	Mus musculus	engulfment and cell motility 1, ced-12 homolog (C. elegans)
75560	EP400_MOUSE	Mus musculus	E1A binding protein p400
75560	Q641K9_MOUSE	Mus musculus	E1A binding protein p400
75560	Q3UX42_MOUSE	Mus musculus	E1A binding protein p400
75560	Q8BQE8_MOUSE	Mus musculus	E1A binding protein p400
20463	COX7R_MOUSE	Mus musculus	cytochrome c oxidase subunit VIIa polypeptide 2-like; predicted gene 6969
20463	Q3UDK5_MOUSE	Mus musculus	cytochrome c oxidase subunit VIIa polypeptide 2-like; predicted gene 6969
20463	Q99KD6_MOUSE	Mus musculus	cytochrome c oxidase subunit VIIa polypeptide 2-like; predicted gene 6969
20463	Q3U7R2_MOUSE	Mus musculus	cytochrome c oxidase subunit VIIa polypeptide 2-like; predicted gene 6969
20462	TRA2B_MOUSE	Mus musculus	transformer 2 beta homolog (Drosophila); predicted gene 6439
20462	Q5PR75_MOUSE	Mus musculus	transformer 2 beta homolog (Drosophila); predicted gene 6439
20460	STIL_MOUSE	Mus musculus	Scl/Tal1 interrupting locus
20460	A2AD39_MOUSE	Mus musculus	Scl/Tal1 interrupting locus
20460	B2RUI9_MOUSE	Mus musculus	Scl/Tal1 interrupting locus
20460	Q8BQI9_MOUSE	Mus musculus	Scl/Tal1 interrupting locus
20467	Q3TN09_MOUSE	Mus musculus	transcriptional regulator, SIN3B (yeast)
20467	Q3TXW9_MOUSE	Mus musculus	transcriptional regulator, SIN3B (yeast)
20467	SIN3B_MOUSE	Mus musculus	transcriptional regulator, SIN3B (yeast)
20467	Q80WX0_MOUSE	Mus musculus	transcriptional regulator, SIN3B (yeast)
20467	Q3U592_MOUSE	Mus musculus	transcriptional regulator, SIN3B (yeast)
52013	GIDRP_MOUSE	Mus musculus	DNA segment, Chr 19, ERATO Doi 386, expressed
20466	Q570Z7_MOUSE	Mus musculus	transcriptional regulator, SIN3A (yeast)
20466	SIN3A_MOUSE	Mus musculus	transcriptional regulator, SIN3A (yeast)
20466	Q3UVS7_MOUSE	Mus musculus	transcriptional regulator, SIN3A (yeast)
75568	CAPSL_MOUSE	Mus musculus	calcyphosine-like
52014	NGBR_MOUSE	Mus musculus	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)
69654	Q3TPZ5_MOUSE	Mus musculus	dynactin 2
69654	Q8BW43_MOUSE	Mus musculus	dynactin 2
69654	DCTN2_MOUSE	Mus musculus	dynactin 2
215632	PSD4_MOUSE	Mus musculus	pleckstrin and Sec7 domain containing 4
100715	GLD2_MOUSE	Mus musculus	PAP associated domain containing 4
320267	Q3TIX6_MOUSE	Mus musculus	far upstream element (FUSE) binding protein 3
320267	A2AJ75_MOUSE	Mus musculus	far upstream element (FUSE) binding protein 3
320267	A2AJ71_MOUSE	Mus musculus	far upstream element (FUSE) binding protein 3
320267	A2AJ74_MOUSE	Mus musculus	far upstream element (FUSE) binding protein 3
320267	Q8BYI4_MOUSE	Mus musculus	far upstream element (FUSE) binding protein 3
320267	A2AJ73_MOUSE	Mus musculus	far upstream element (FUSE) binding protein 3
320267	Q2TAW8_MOUSE	Mus musculus	far upstream element (FUSE) binding protein 3
320267	Q3ULP9_MOUSE	Mus musculus	far upstream element (FUSE) binding protein 3
320267	A2AJ72_MOUSE	Mus musculus	far upstream element (FUSE) binding protein 3
58875	3HIDH_MOUSE	Mus musculus	predicted gene 11225; 3-hydroxyisobutyrate dehydrogenase
58875	A0ZNJ2_MOUSE	Mus musculus	predicted gene 11225; 3-hydroxyisobutyrate dehydrogenase
109359	Q6A0B5_MOUSE	Mus musculus	family with sequence similarity 175, member B
109359	F175B_MOUSE	Mus musculus	family with sequence similarity 175, member B
100710	PDS5B_MOUSE	Mus musculus	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)
52004	CDKA2_MOUSE	Mus musculus	CDK2-associated protein 2
268490	LSM12_MOUSE	Mus musculus	LSM12 homolog (S. cerevisiae)
381784	KV5A1_MOUSE	Mus musculus	immunoglobulin kappa chain variable 6-25
434341	Q3U1H4_MOUSE	Mus musculus	NLR family, CARD domain containing 5
434341	Q571H9_MOUSE	Mus musculus	NLR family, CARD domain containing 5
19106	Q64340_9MURI	Mus musculus	eukaryotic translation initiation factor 2-alpha kinase 2
19106	Q91YN2_MOUSE	Mus musculus	eukaryotic translation initiation factor 2-alpha kinase 2
19106	Q78E06_MOUSE	Mus musculus	eukaryotic translation initiation factor 2-alpha kinase 2
19106	E2AK2_MOUSE	Mus musculus	eukaryotic translation initiation factor 2-alpha kinase 2
52009	Q3U7P4_MOUSE	Mus musculus	hematological and neurological expressed 1-like
52009	Q3TM10_MOUSE	Mus musculus	hematological and neurological expressed 1-like
52009	Q3TJZ7_MOUSE	Mus musculus	hematological and neurological expressed 1-like
52009	A6NAS8_MOUSE	Mus musculus	hematological and neurological expressed 1-like
52009	HN1L_MOUSE	Mus musculus	hematological and neurological expressed 1-like
100040766	Q3UN91_MOUSE	Mus musculus	similar to hCG2012694
225010	LCLT1_MOUSE	Mus musculus	lysocardiolipin acyltransferase 1
225010	B0V2Q7_MOUSE	Mus musculus	lysocardiolipin acyltransferase 1
208518	Q8K0Y4_MOUSE	Mus musculus	centrosomal protein 78
208518	CEP78_MOUSE	Mus musculus	centrosomal protein 78
109305	CRCM1_MOUSE	Mus musculus	ORAI calcium release-activated calcium modulator 1
109305	A3KCG1_MOUSE	Mus musculus	ORAI calcium release-activated calcium modulator 1
19108	Q3UDT1_MOUSE	Mus musculus	protein kinase, X-linked
19108	PRKX_MOUSE	Mus musculus	protein kinase, X-linked
63959	Q3UJY1_MOUSE	Mus musculus	solute carrier family 29 (nucleoside transporters), member 1
63959	Q3TCZ2_MOUSE	Mus musculus	solute carrier family 29 (nucleoside transporters), member 1
63959	S29A1_MOUSE	Mus musculus	solute carrier family 29 (nucleoside transporters), member 1
63959	A8VP81_MOUSE	Mus musculus	solute carrier family 29 (nucleoside transporters), member 1
20401	A2A5V4_MOUSE	Mus musculus	similar to SH3-domain binding protein 1; SH3-domain binding protein 1; similar to SH3 domain-binding protein 1 (3BP-1)
20401	A2A5V2_MOUSE	Mus musculus	similar to SH3-domain binding protein 1; SH3-domain binding protein 1; similar to SH3 domain-binding protein 1 (3BP-1)
20401	A2A5V3_MOUSE	Mus musculus	similar to SH3-domain binding protein 1; SH3-domain binding protein 1; similar to SH3 domain-binding protein 1 (3BP-1)
20401	A2A5V1_MOUSE	Mus musculus	similar to SH3-domain binding protein 1; SH3-domain binding protein 1; similar to SH3 domain-binding protein 1 (3BP-1)
20401	3BP1_MOUSE	Mus musculus	similar to SH3-domain binding protein 1; SH3-domain binding protein 1; similar to SH3 domain-binding protein 1 (3BP-1)
69632	Q3UY99_MOUSE	Mus musculus	predicted gene 7281; predicted gene 5831; similar to SP140 nuclear body protein (predicted); Rho guanine nucleotide exchange factor (GEF) 12
69632	ARHGC_MOUSE	Mus musculus	predicted gene 7281; predicted gene 5831; similar to SP140 nuclear body protein (predicted); Rho guanine nucleotide exchange factor (GEF) 12
69632	Q7TSU5_MOUSE	Mus musculus	predicted gene 7281; predicted gene 5831; similar to SP140 nuclear body protein (predicted); Rho guanine nucleotide exchange factor (GEF) 12
69632	Q9D7D6_MOUSE	Mus musculus	predicted gene 7281; predicted gene 5831; similar to SP140 nuclear body protein (predicted); Rho guanine nucleotide exchange factor (GEF) 12
69634	Q9DCJ6_MOUSE	Mus musculus	citrate lyase beta like
69634	CLYBL_MOUSE	Mus musculus	citrate lyase beta like
69639	Q571G2_MOUSE	Mus musculus	exosome component 8
69639	Q546F8_MOUSE	Mus musculus	exosome component 8
69639	Q3TEB9_MOUSE	Mus musculus	exosome component 8
69639	EXOS8_MOUSE	Mus musculus	exosome component 8
69639	Q6NX62_MOUSE	Mus musculus	exosome component 8
69639	Q6PCW8_MOUSE	Mus musculus	exosome component 8
20409	OSTF1_MOUSE	Mus musculus	osteoclast stimulating factor 1
20405	Q3U3C4_MOUSE	Mus musculus	SH3-domain GRB2-like 1
20405	SH3G1_MOUSE	Mus musculus	SH3-domain GRB2-like 1
20405	Q3TRJ7_MOUSE	Mus musculus	SH3-domain GRB2-like 1
20405	Q3TJB4_MOUSE	Mus musculus	SH3-domain GRB2-like 1
20402	ZF106_MOUSE	Mus musculus	zinc finger protein 106
20402	A0JLM4_MOUSE	Mus musculus	zinc finger protein 106
20402	Q8C235_MOUSE	Mus musculus	zinc finger protein 106
20402	A2AKH3_MOUSE	Mus musculus	zinc finger protein 106
20403	Q8CD59_MOUSE	Mus musculus	intersectin 2
